"HOOD_158","year","month","CSI_CATEGORY","crime_count","neighbourhood_name"
"002",2022,"January","Auto Theft",10,"Mount Olive-Silverstone-Jamestown"
"002",2022,"January","Robbery",1,"Mount Olive-Silverstone-Jamestown"
"002",2022,"February","Assault",17,"Mount Olive-Silverstone-Jamestown"
"002",2022,"February","Auto Theft",13,"Mount Olive-Silverstone-Jamestown"
"002",2022,"February","Break and Enter",1,"Mount Olive-Silverstone-Jamestown"
"002",2022,"February","Robbery",1,"Mount Olive-Silverstone-Jamestown"
"002",2022,"February","Theft Over",1,"Mount Olive-Silverstone-Jamestown"
"002",2022,"March","Assault",25,"Mount Olive-Silverstone-Jamestown"
"002",2022,"March","Auto Theft",5,"Mount Olive-Silverstone-Jamestown"
"002",2022,"March","Break and Enter",4,"Mount Olive-Silverstone-Jamestown"
"002",2022,"March","Robbery",3,"Mount Olive-Silverstone-Jamestown"
"002",2022,"March","Theft Over",2,"Mount Olive-Silverstone-Jamestown"
"002",2022,"April","Assault",28,"Mount Olive-Silverstone-Jamestown"
"002",2022,"April","Auto Theft",12,"Mount Olive-Silverstone-Jamestown"
"002",2022,"April","Break and Enter",1,"Mount Olive-Silverstone-Jamestown"
"002",2022,"April","Robbery",6,"Mount Olive-Silverstone-Jamestown"
"002",2022,"April","Theft Over",3,"Mount Olive-Silverstone-Jamestown"
"002",2022,"May","Assault",22,"Mount Olive-Silverstone-Jamestown"
"002",2022,"May","Auto Theft",13,"Mount Olive-Silverstone-Jamestown"
"002",2022,"May","Break and Enter",5,"Mount Olive-Silverstone-Jamestown"
"002",2022,"May","Robbery",5,"Mount Olive-Silverstone-Jamestown"
"002",2022,"May","Theft Over",1,"Mount Olive-Silverstone-Jamestown"
"002",2022,"June","Assault",18,"Mount Olive-Silverstone-Jamestown"
"002",2022,"June","Auto Theft",9,"Mount Olive-Silverstone-Jamestown"
"002",2022,"June","Break and Enter",1,"Mount Olive-Silverstone-Jamestown"
"002",2022,"June","Robbery",2,"Mount Olive-Silverstone-Jamestown"
"002",2022,"July","Assault",31,"Mount Olive-Silverstone-Jamestown"
"002",2022,"July","Auto Theft",5,"Mount Olive-Silverstone-Jamestown"
"002",2022,"July","Break and Enter",1,"Mount Olive-Silverstone-Jamestown"
"002",2022,"July","Robbery",7,"Mount Olive-Silverstone-Jamestown"
"002",2022,"July","Theft Over",2,"Mount Olive-Silverstone-Jamestown"
"002",2022,"August","Assault",20,"Mount Olive-Silverstone-Jamestown"
"002",2022,"August","Auto Theft",12,"Mount Olive-Silverstone-Jamestown"
"002",2022,"August","Break and Enter",3,"Mount Olive-Silverstone-Jamestown"
"002",2022,"August","Robbery",5,"Mount Olive-Silverstone-Jamestown"
"002",2022,"August","Theft Over",3,"Mount Olive-Silverstone-Jamestown"
"002",2022,"September","Assault",18,"Mount Olive-Silverstone-Jamestown"
"002",2022,"September","Auto Theft",12,"Mount Olive-Silverstone-Jamestown"
"002",2022,"September","Break and Enter",2,"Mount Olive-Silverstone-Jamestown"
"002",2022,"September","Robbery",5,"Mount Olive-Silverstone-Jamestown"
"002",2022,"September","Theft Over",3,"Mount Olive-Silverstone-Jamestown"
"002",2022,"October","Assault",13,"Mount Olive-Silverstone-Jamestown"
"002",2022,"October","Auto Theft",11,"Mount Olive-Silverstone-Jamestown"
"002",2022,"October","Break and Enter",2,"Mount Olive-Silverstone-Jamestown"
"002",2022,"October","Robbery",8,"Mount Olive-Silverstone-Jamestown"
"002",2022,"October","Theft Over",1,"Mount Olive-Silverstone-Jamestown"
"002",2022,"November","Assault",30,"Mount Olive-Silverstone-Jamestown"
"002",2022,"November","Auto Theft",10,"Mount Olive-Silverstone-Jamestown"
"002",2022,"November","Break and Enter",1,"Mount Olive-Silverstone-Jamestown"
"002",2022,"November","Robbery",4,"Mount Olive-Silverstone-Jamestown"
"002",2022,"November","Theft Over",1,"Mount Olive-Silverstone-Jamestown"
"002",2022,"December","Assault",24,"Mount Olive-Silverstone-Jamestown"
"002",2022,"December","Auto Theft",9,"Mount Olive-Silverstone-Jamestown"
"002",2022,"December","Break and Enter",4,"Mount Olive-Silverstone-Jamestown"
"002",2022,"December","Robbery",6,"Mount Olive-Silverstone-Jamestown"
"002",2022,"December","Theft Over",1,"Mount Olive-Silverstone-Jamestown"
"002",2023,"January","Assault",24,"Mount Olive-Silverstone-Jamestown"
"002",2023,"January","Auto Theft",10,"Mount Olive-Silverstone-Jamestown"
"002",2023,"January","Break and Enter",1,"Mount Olive-Silverstone-Jamestown"
"002",2023,"January","Robbery",2,"Mount Olive-Silverstone-Jamestown"
"002",2023,"February","Assault",22,"Mount Olive-Silverstone-Jamestown"
"002",2023,"February","Auto Theft",8,"Mount Olive-Silverstone-Jamestown"
"002",2023,"February","Robbery",4,"Mount Olive-Silverstone-Jamestown"
"002",2023,"February","Theft Over",1,"Mount Olive-Silverstone-Jamestown"
"002",2023,"March","Assault",22,"Mount Olive-Silverstone-Jamestown"
"002",2023,"March","Auto Theft",12,"Mount Olive-Silverstone-Jamestown"
"002",2023,"March","Break and Enter",2,"Mount Olive-Silverstone-Jamestown"
"002",2023,"April","Assault",21,"Mount Olive-Silverstone-Jamestown"
"002",2023,"April","Auto Theft",16,"Mount Olive-Silverstone-Jamestown"
"002",2023,"April","Break and Enter",2,"Mount Olive-Silverstone-Jamestown"
"002",2023,"April","Robbery",4,"Mount Olive-Silverstone-Jamestown"
"002",2023,"April","Theft Over",1,"Mount Olive-Silverstone-Jamestown"
"002",2023,"May","Assault",22,"Mount Olive-Silverstone-Jamestown"
"002",2023,"May","Auto Theft",11,"Mount Olive-Silverstone-Jamestown"
"002",2023,"May","Break and Enter",2,"Mount Olive-Silverstone-Jamestown"
"002",2023,"May","Robbery",8,"Mount Olive-Silverstone-Jamestown"
"002",2023,"May","Theft Over",2,"Mount Olive-Silverstone-Jamestown"
"002",2023,"June","Assault",23,"Mount Olive-Silverstone-Jamestown"
"002",2023,"June","Auto Theft",19,"Mount Olive-Silverstone-Jamestown"
"002",2023,"June","Break and Enter",5,"Mount Olive-Silverstone-Jamestown"
"002",2023,"June","Robbery",7,"Mount Olive-Silverstone-Jamestown"
"002",2023,"July","Assault",27,"Mount Olive-Silverstone-Jamestown"
"002",2023,"July","Auto Theft",18,"Mount Olive-Silverstone-Jamestown"
"002",2023,"July","Break and Enter",3,"Mount Olive-Silverstone-Jamestown"
"002",2023,"July","Robbery",12,"Mount Olive-Silverstone-Jamestown"
"002",2023,"July","Theft Over",1,"Mount Olive-Silverstone-Jamestown"
"002",2023,"August","Assault",24,"Mount Olive-Silverstone-Jamestown"
"002",2023,"August","Auto Theft",16,"Mount Olive-Silverstone-Jamestown"
"002",2023,"August","Break and Enter",3,"Mount Olive-Silverstone-Jamestown"
"002",2023,"August","Robbery",3,"Mount Olive-Silverstone-Jamestown"
"002",2023,"August","Theft Over",2,"Mount Olive-Silverstone-Jamestown"
"002",2023,"September","Assault",27,"Mount Olive-Silverstone-Jamestown"
"002",2023,"September","Auto Theft",14,"Mount Olive-Silverstone-Jamestown"
"002",2023,"September","Break and Enter",3,"Mount Olive-Silverstone-Jamestown"
"002",2023,"September","Robbery",8,"Mount Olive-Silverstone-Jamestown"
"002",2023,"October","Assault",25,"Mount Olive-Silverstone-Jamestown"
"002",2023,"October","Auto Theft",5,"Mount Olive-Silverstone-Jamestown"
"002",2023,"October","Robbery",2,"Mount Olive-Silverstone-Jamestown"
"002",2023,"October","Theft Over",5,"Mount Olive-Silverstone-Jamestown"
"002",2023,"November","Assault",17,"Mount Olive-Silverstone-Jamestown"
"002",2023,"November","Auto Theft",16,"Mount Olive-Silverstone-Jamestown"
"002",2023,"November","Robbery",2,"Mount Olive-Silverstone-Jamestown"
"002",2023,"December","Assault",28,"Mount Olive-Silverstone-Jamestown"
"002",2023,"December","Auto Theft",7,"Mount Olive-Silverstone-Jamestown"
"002",2023,"December","Break and Enter",3,"Mount Olive-Silverstone-Jamestown"
"002",2023,"December","Robbery",2,"Mount Olive-Silverstone-Jamestown"
"002",2023,"December","Theft Over",1,"Mount Olive-Silverstone-Jamestown"
"002",2024,"January","Assault",24,"Mount Olive-Silverstone-Jamestown"
"002",2024,"January","Auto Theft",9,"Mount Olive-Silverstone-Jamestown"
"002",2024,"January","Break and Enter",3,"Mount Olive-Silverstone-Jamestown"
"002",2024,"January","Robbery",5,"Mount Olive-Silverstone-Jamestown"
"002",2024,"January","Theft Over",1,"Mount Olive-Silverstone-Jamestown"
"002",2024,"February","Assault",27,"Mount Olive-Silverstone-Jamestown"
"002",2024,"February","Auto Theft",8,"Mount Olive-Silverstone-Jamestown"
"002",2024,"February","Break and Enter",2,"Mount Olive-Silverstone-Jamestown"
"002",2024,"February","Robbery",3,"Mount Olive-Silverstone-Jamestown"
"002",2024,"February","Theft Over",1,"Mount Olive-Silverstone-Jamestown"
"002",2024,"March","Assault",19,"Mount Olive-Silverstone-Jamestown"
"002",2024,"March","Auto Theft",9,"Mount Olive-Silverstone-Jamestown"
"002",2024,"March","Break and Enter",2,"Mount Olive-Silverstone-Jamestown"
"002",2024,"March","Robbery",4,"Mount Olive-Silverstone-Jamestown"
"002",2024,"March","Theft Over",3,"Mount Olive-Silverstone-Jamestown"
"002",2024,"April","Assault",22,"Mount Olive-Silverstone-Jamestown"
"002",2024,"April","Auto Theft",5,"Mount Olive-Silverstone-Jamestown"
"002",2024,"April","Break and Enter",1,"Mount Olive-Silverstone-Jamestown"
"002",2024,"April","Robbery",2,"Mount Olive-Silverstone-Jamestown"
"002",2024,"April","Theft Over",1,"Mount Olive-Silverstone-Jamestown"
"002",2024,"May","Assault",29,"Mount Olive-Silverstone-Jamestown"
"002",2024,"May","Auto Theft",3,"Mount Olive-Silverstone-Jamestown"
"002",2024,"May","Break and Enter",1,"Mount Olive-Silverstone-Jamestown"
"002",2024,"May","Robbery",5,"Mount Olive-Silverstone-Jamestown"
"002",2024,"June","Assault",43,"Mount Olive-Silverstone-Jamestown"
"002",2024,"June","Auto Theft",4,"Mount Olive-Silverstone-Jamestown"
"002",2024,"June","Break and Enter",1,"Mount Olive-Silverstone-Jamestown"
"002",2024,"June","Robbery",1,"Mount Olive-Silverstone-Jamestown"
"002",2024,"June","Theft Over",1,"Mount Olive-Silverstone-Jamestown"
"002",2024,"July","Assault",23,"Mount Olive-Silverstone-Jamestown"
"002",2024,"July","Auto Theft",11,"Mount Olive-Silverstone-Jamestown"
"002",2024,"July","Break and Enter",4,"Mount Olive-Silverstone-Jamestown"
"002",2024,"July","Robbery",3,"Mount Olive-Silverstone-Jamestown"
"002",2024,"August","Assault",39,"Mount Olive-Silverstone-Jamestown"
"002",2024,"August","Auto Theft",9,"Mount Olive-Silverstone-Jamestown"
"002",2024,"August","Break and Enter",5,"Mount Olive-Silverstone-Jamestown"
"002",2024,"August","Robbery",4,"Mount Olive-Silverstone-Jamestown"
"002",2024,"August","Theft Over",1,"Mount Olive-Silverstone-Jamestown"
"002",2024,"September","Assault",16,"Mount Olive-Silverstone-Jamestown"
"002",2024,"September","Auto Theft",1,"Mount Olive-Silverstone-Jamestown"
"002",2024,"September","Break and Enter",3,"Mount Olive-Silverstone-Jamestown"
"002",2024,"September","Robbery",1,"Mount Olive-Silverstone-Jamestown"
"002",2024,"September","Theft Over",1,"Mount Olive-Silverstone-Jamestown"
"002",2024,"October","Assault",27,"Mount Olive-Silverstone-Jamestown"
"002",2024,"October","Auto Theft",9,"Mount Olive-Silverstone-Jamestown"
"002",2024,"October","Break and Enter",1,"Mount Olive-Silverstone-Jamestown"
"002",2024,"October","Robbery",2,"Mount Olive-Silverstone-Jamestown"
"002",2024,"October","Theft Over",2,"Mount Olive-Silverstone-Jamestown"
"002",2024,"November","Assault",31,"Mount Olive-Silverstone-Jamestown"
"002",2024,"November","Auto Theft",8,"Mount Olive-Silverstone-Jamestown"
"002",2024,"November","Break and Enter",2,"Mount Olive-Silverstone-Jamestown"
"002",2024,"November","Robbery",3,"Mount Olive-Silverstone-Jamestown"
"002",2024,"December","Assault",32,"Mount Olive-Silverstone-Jamestown"
"002",2024,"December","Auto Theft",8,"Mount Olive-Silverstone-Jamestown"
"002",2024,"December","Break and Enter",4,"Mount Olive-Silverstone-Jamestown"
"002",2024,"December","Robbery",9,"Mount Olive-Silverstone-Jamestown"
"002",2025,"January","Assault",13,"Mount Olive-Silverstone-Jamestown"
"002",2025,"January","Auto Theft",5,"Mount Olive-Silverstone-Jamestown"
"002",2025,"January","Break and Enter",3,"Mount Olive-Silverstone-Jamestown"
"002",2025,"January","Robbery",2,"Mount Olive-Silverstone-Jamestown"
"002",2025,"January","Theft Over",2,"Mount Olive-Silverstone-Jamestown"
"002",2025,"February","Assault",11,"Mount Olive-Silverstone-Jamestown"
"002",2025,"February","Auto Theft",7,"Mount Olive-Silverstone-Jamestown"
"002",2025,"February","Break and Enter",2,"Mount Olive-Silverstone-Jamestown"
"002",2025,"February","Robbery",1,"Mount Olive-Silverstone-Jamestown"
"002",2025,"March","Assault",23,"Mount Olive-Silverstone-Jamestown"
"002",2025,"March","Auto Theft",3,"Mount Olive-Silverstone-Jamestown"
"002",2025,"March","Break and Enter",2,"Mount Olive-Silverstone-Jamestown"
"002",2025,"March","Robbery",2,"Mount Olive-Silverstone-Jamestown"
"002",2025,"April","Assault",23,"Mount Olive-Silverstone-Jamestown"
"002",2025,"April","Auto Theft",12,"Mount Olive-Silverstone-Jamestown"
"002",2025,"April","Break and Enter",1,"Mount Olive-Silverstone-Jamestown"
"002",2025,"April","Robbery",1,"Mount Olive-Silverstone-Jamestown"
"002",2025,"April","Theft Over",1,"Mount Olive-Silverstone-Jamestown"
"002",2025,"May","Assault",10,"Mount Olive-Silverstone-Jamestown"
"002",2025,"May","Auto Theft",10,"Mount Olive-Silverstone-Jamestown"
"002",2025,"May","Break and Enter",1,"Mount Olive-Silverstone-Jamestown"
"002",2025,"May","Robbery",6,"Mount Olive-Silverstone-Jamestown"
"002",2025,"June","Assault",41,"Mount Olive-Silverstone-Jamestown"
"002",2025,"June","Auto Theft",5,"Mount Olive-Silverstone-Jamestown"
"002",2025,"June","Break and Enter",1,"Mount Olive-Silverstone-Jamestown"
"002",2025,"June","Robbery",4,"Mount Olive-Silverstone-Jamestown"
"002",2025,"June","Theft Over",2,"Mount Olive-Silverstone-Jamestown"
"002",2025,"July","Assault",24,"Mount Olive-Silverstone-Jamestown"
"002",2025,"July","Auto Theft",8,"Mount Olive-Silverstone-Jamestown"
"002",2025,"July","Break and Enter",4,"Mount Olive-Silverstone-Jamestown"
"002",2025,"July","Robbery",1,"Mount Olive-Silverstone-Jamestown"
"002",2025,"August","Assault",36,"Mount Olive-Silverstone-Jamestown"
"002",2025,"August","Auto Theft",11,"Mount Olive-Silverstone-Jamestown"
"002",2025,"August","Robbery",3,"Mount Olive-Silverstone-Jamestown"
"002",2025,"August","Theft Over",1,"Mount Olive-Silverstone-Jamestown"
"002",2025,"September","Assault",15,"Mount Olive-Silverstone-Jamestown"
"002",2025,"September","Auto Theft",13,"Mount Olive-Silverstone-Jamestown"
"002",2025,"September","Robbery",5,"Mount Olive-Silverstone-Jamestown"
"002",2025,"October","Assault",17,"Mount Olive-Silverstone-Jamestown"
"002",2025,"October","Auto Theft",7,"Mount Olive-Silverstone-Jamestown"
"002",2025,"October","Break and Enter",2,"Mount Olive-Silverstone-Jamestown"
"002",2025,"October","Robbery",5,"Mount Olive-Silverstone-Jamestown"
"002",2025,"October","Theft Over",1,"Mount Olive-Silverstone-Jamestown"
"002",2025,"November","Assault",13,"Mount Olive-Silverstone-Jamestown"
"002",2025,"November","Auto Theft",7,"Mount Olive-Silverstone-Jamestown"
"002",2025,"November","Break and Enter",2,"Mount Olive-Silverstone-Jamestown"
"002",2025,"November","Robbery",2,"Mount Olive-Silverstone-Jamestown"
"002",2025,"December","Assault",19,"Mount Olive-Silverstone-Jamestown"
"002",2025,"December","Auto Theft",6,"Mount Olive-Silverstone-Jamestown"
"002",2025,"December","Break and Enter",1,"Mount Olive-Silverstone-Jamestown"
"002",2025,"December","Robbery",4,"Mount Olive-Silverstone-Jamestown"
"002",2025,"December","Theft Over",1,"Mount Olive-Silverstone-Jamestown"
"003",2020,"January","Assault",7,"Thistletown-Beaumond Heights"
"003",2020,"January","Break and Enter",2,"Thistletown-Beaumond Heights"
"003",2020,"January","Robbery",1,"Thistletown-Beaumond Heights"
"003",2020,"February","Assault",5,"Thistletown-Beaumond Heights"
"003",2020,"February","Auto Theft",4,"Thistletown-Beaumond Heights"
"003",2020,"March","Assault",7,"Thistletown-Beaumond Heights"
"003",2020,"March","Auto Theft",3,"Thistletown-Beaumond Heights"
"003",2020,"March","Robbery",5,"Thistletown-Beaumond Heights"
"003",2020,"April","Assault",5,"Thistletown-Beaumond Heights"
"003",2020,"April","Auto Theft",4,"Thistletown-Beaumond Heights"
"003",2020,"April","Robbery",2,"Thistletown-Beaumond Heights"
"003",2020,"May","Assault",8,"Thistletown-Beaumond Heights"
"003",2020,"May","Auto Theft",6,"Thistletown-Beaumond Heights"
"003",2020,"May","Break and Enter",4,"Thistletown-Beaumond Heights"
"003",2020,"June","Assault",2,"Thistletown-Beaumond Heights"
"003",2020,"June","Auto Theft",4,"Thistletown-Beaumond Heights"
"003",2020,"June","Break and Enter",2,"Thistletown-Beaumond Heights"
